Title,Year,Genre,Stars,Rating,Duration
Avatar: The Last Airbender,2005,"Animation, Action, Adventure","['Zach Tyler', 'Jack De Sena', 'Mae Whitman']",8.9,23
The Office,2005,Comedy,"['Jenna Fischer', 'John Krasinski', 'Rainn Wilson']",8.8,22
House of Cards,2013,Drama,"['Michel Gill', 'Robin Wright', 'Kate Mara']",8.9,51
Firefly,2002,"Adventure, Drama, Sci-Fi","['Gina Torres', 'Alan Tudyk', 'Morena Baccarin']",8.8,44
Fargo,2014,"Crime, Drama, Thriller","['Martin Freeman', 'Allison Tolman', 'Colin Hanks']",8.6,53
Black Mirror,2011,"Drama, Sci-Fi, Thriller","['Hannah John-Kamen', 'Michaela Coel', 'Beatrice Robertson-Jones']",8.8,60
Death Note: Desu nôto,2006,"Animation, Crime, Drama","['Brad Swaile', 'Vincent Tong', 'Ryô Naitô']",8.7,24
Dexter,2006,"Crime, Drama, Mystery","['Jennifer Carpenter', 'David Zayas', 'James Remar']",8.7,53
Narcos,2015,"Biography, Crime, Drama","['Wagner Moura', 'Boyd Holbrook', 'Alberto Ammann']",8.8,49
House M.D.,2004,"Drama, Mystery","['Omar Epps', 'Robert Sean Leonard', 'Jesse Spencer']",8.7,44
Westworld,2016,"Drama, Mystery, Sci-Fi","['Jeffrey Wright', 'Ed Harris', 'Thandie Newton']",8.8,62
Peaky Blinders,2013,"Crime, Drama","['Paul Anderson', 'Helen McCrory', 'Sophie Rundle']",8.7,60
The Simpsons,1989,"Animation, Comedy","['Nancy Cartwright', 'Harry Shearer', 'Julie Kavner']",9.1,22
Seinfeld,1989,Comedy,"['Julia Louis-Dreyfus', 'Michael Richards', 'Jason Alexander']",8.6,22
South Park,1997,"Animation, Comedy","['Matt Stone', 'Isaac Hayes', 'Mona Marshall']",8.7,22
Hagane no renkinjutsushi,2009,"Animation, Action, Adventure","['Iemasa Kayumi', 'Vic Mignogna', 'Muriel Hofmann']",8.7,24
Vikings,2013,"Action, Adventure, Drama","['Gustaf Skarsgård', 'Alexander Ludwig', 'Georgia Hirst']",8.6,44
Better Call Saul,2015,"Crime, Drama","['Rhea Seehorn', 'Jonathan Banks', 'Patrick Fabian']",9.1,46
Arrested Development,2003,Comedy,"['Michael Cera', 'Portia de Rossi', 'Will Arnett']",8.8,22
Daredevil,2015,"Action, Crime, Drama","[""Vincent D'Onofrio"", 'Deborah Ann Woll', 'Elden Henson']",8.8,54
Leyla ile Mecnun,2011,"Adventure, Comedy, Drama","['Ahmet Mümtaz Taylan', 'Serkan Keskin', 'Osman Sonant']",8.5,80
It's Always Sunny in Philadelphia,2005,Comedy,"['Glenn Howerton', 'Rob McElhenney', 'Kaitlin Olson']",8.6,22
Twin Peaks,1990,"Crime, Drama, Mystery","['Michael Ontkean', 'Mädchen Amick', 'Dana Ashbrook']",8.8,47
Suits,2011,"Comedy, Drama","['Patrick J. Adams', 'Meghan Markle', 'Sarah Rafferty']",8.2,44
Sons of Anarchy,2008,"Crime, Drama, Thriller","['Katey Sagal', 'Mark Boone Junior', 'Kim Coates']",8.5,45
Shingeki no kyojin,2013,"Animation, Action, Adventure","['Yûki Kaji', 'Yui Ishikawa', 'Josh Grelle']",8.3,24
Batman: The Animated Series,1992,"Animation, Action, Adventure","['Loren Lester', 'Efrem Zimbalist Jr.', 'Bob Hastings']",9.2,23
The Walking Dead,2010,"Drama, Horror, Thriller","['Norman Reedus', 'Melissa McBride', 'Danai Gurira']",8.7,44
Mr. Robot,2015,"Crime, Drama, Thriller","['Christian Slater', 'Carly Chaikin', 'Martin Wallström']",8.8,49
How I Met Your Mother,2005,"Comedy, Romance","['Jason Segel', 'Cobie Smulders', 'Neil Patrick Harris']",8.4,22
TVF Pitchers,2015,"Comedy, Drama","['Arunabh Kumar', 'Jitendra Kumar', 'Abhay Mahajan']",8.7,40
Dark,2017,"Crime, Drama, Mystery","['Louis Hofmann', 'Jördis Triebel', 'Maja Schöne']",8.7,60
Freaks and Geeks,1999,"Comedy, Drama","['John Francis Daley', 'James Franco', 'Samm Levine']",8.7,44
Supernatural,2005,"Drama, Fantasy, Horror","['Jensen Ackles', 'Jim Beaver', 'Misha Collins']",8.7,44
Downton Abbey,2010,"Drama, Romance","['Phyllis Logan', 'Elizabeth McGovern', 'Brendan Coyle']",8.6,58
The Mandalorian,2019,"Action, Adventure, Sci-Fi","['Carl Weathers', 'Rio Hackford', 'Gina Carano']",8.6,30
Rome,2005,"Action, Drama, History","['Ray Stevenson', 'Polly Walker', 'Kerry Condon']",8.6,52
When They See Us,2019,"Biography, Crime, Drama","['Caleel Harris', 'Ethan Herisse', 'Marquis Rodriguez']",8.3,296
Battlestar Galactica,2004,"Action, Adventure, Drama","['Mary McDonnell', 'Jamie Bamber', 'James Callis']",8.6,44
Mad Men,2007,Drama,"['Elisabeth Moss', 'Vincent Kartheiser', 'January Jones']",8.6,47
Parks and Recreation,2009,Comedy,"[""Jim O'Heir"", 'Nick Offerman', 'Chris Pratt']",8.7,22
Doctor Who,2005,"Adventure, Drama, Family","['Peter Capaldi', 'Pearl Mackie', 'Matt Smith']",8.3,45
Lost,2004,"Adventure, Drama, Fantasy","['Josh Holloway', 'Yunjin Kim', 'Evangeline Lilly']",8.6,44
The Twilight Zone,1959,"Drama, Fantasy, Horror","['Robert McCord', 'Jay Overholts', 'Vaughn Taylor']",8.9,51
The X Files,1993,"Crime, Drama, Mystery","['Gillian Anderson', 'Mitch Pileggi', 'William B. Davis']",8.7,45
Shameless,2011,"Comedy, Drama","['William H. Macy', 'Ethan Cutkosky', 'Jeremy Allen White']",8.4,46
The Haunting of Hill House,2018,"Drama, Horror, Mystery","['Oliver Jackson-Cohen', 'Kate Siegel', 'Victoria Pedretti']",8.8,50
Prison Break,2005,"Action, Crime, Drama","['Wentworth Miller', 'Amaury Nolasco', 'Robert Knepper']",9.6,44
Mindhunter,2017,"Crime, Drama, Thriller","['Holt McCallany', 'Anna Torv', 'Hannah Gross']",8.5,60
Kaubôi bibappu,1998,"Animation, Action, Adventure","['Unshô Ishizuka', 'Megumi Hayashibara', 'Steve Blum']",8.5,24
The Boys,2019,"Action, Comedy, Crime","['Jack Quaid', 'Antony Starr', 'Erin Moriarty']",8.5,60
Modern Family,2009,"Comedy, Drama, Romance","['Sofía Vergara', 'Julie Bowen', 'Ty Burrell']",8.9,22
One Punch Man: Wanpanman,2015,"Animation, Action, Comedy","['Kaito Ishikawa', 'Max Mittelman', 'Zach Aguilar']",8.7,24
Koombiyo,2017,"Crime, Drama, Thriller","['Kalana Gunasekara', 'Andrew Pulle', 'Yureni Noshika']",8.1,20
Spartacus: Blood and Sand,2010,"Action, Adventure, Biography","['Lucy Lawless', 'Manu Bennett', 'Daniel Feuerriegel']",8.7,55
Hannibal,2013,"Crime, Drama, Horror","['Mads Mikkelsen', 'Caroline Dhavernas', 'Laurence Fishburne']",8.7,44
La Casa de Papel,2017,"Action, Crime, Mystery","['Álvaro Morte', 'Itziar Ituño', 'Pedro Alonso']",8.5,70
Pride and Prejudice,1995,"Drama, Romance","['Jennifer Ehle', 'Susannah Harker', 'Julia Sawalha']",8.9,327
Six Feet Under,2001,"Comedy, Drama","['Michael C. Hall', 'Frances Conroy', 'Lauren Ambrose']",8.6,55
The Big Bang Theory,2007,"Comedy, Romance","['Jim Parsons', 'Kaley Cuoco', 'Simon Helberg']",8.5,22
The Crown,2016,"Drama, History","['Matt Smith', 'Olivia Colman', 'Tobias Menzies']",8.5,58
Dragon Ball Z,1996,"Animation, Action, Adventure","['Christopher Sabat', 'Scott McNeil', 'Sean Schemmel']",8.7,24
Community,2009,Comedy,"['Danny Pudi', 'Donald Glover', 'Chevy Chase']",8.3,22
Gravity Falls,2012,"Animation, Action, Adventure","['Alex Hirsch', 'Kristen Schaal', 'Linda Cardellini']",8.7,23
Archer,2009,"Animation, Action, Comedy","['Judy Greer', 'Amber Nash', 'Chris Parnell']",8.4,22
The Punisher,2017,"Action, Adventure, Crime","['Amber Rose Revah', 'Ben Barnes', 'Jason R. Moore']",8.7,53
Boardwalk Empire,2010,"Crime, Drama, History","['Kelly Macdonald', 'Michael Shannon', 'Shea Whigham']",8.4,55
Curb Your Enthusiasm,2000,Comedy,"['Cheryl Hines', 'Jeff Garlin', 'Susie Essman']",8.5,28
Homeland,2011,"Crime, Drama, Mystery","['Mandy Patinkin', 'Damian Lewis', 'Rupert Friend']",8.7,55
BoJack Horseman,2014,"Animation, Comedy, Drama","['Amy Sedaris', 'Alison Brie', 'Aaron Paul']",8.8,25
Fringe,2008,"Drama, Mystery, Sci-Fi","['Joshua Jackson', 'John Noble', 'Jasika Nicole']",8.4,46
This Is Us,2016,"Comedy, Drama, Romance","['Mandy Moore', 'Sterling K. Brown', 'Chrissy Metz']",8.7,45
Futurama,1999,"Animation, Comedy, Sci-Fi","['John DiMaggio', 'Katey Sagal', 'Tress MacNeille']",8.3,22
The Handmaid's Tale,2017,"Drama, Sci-Fi, Thriller","['Amanda Brugel', 'Madeline Brewer', 'Max Minghella']",8.5,60
Oz,1997,"Crime, Drama, Thriller","['J.K. Simmons', 'Lee Tergesen', 'Dean Winters']",8.6,55
Sacred Games,2018,"Action, Crime, Drama","['Nawazuddin Siddiqui', 'Neeraj Kabi', 'Aamir Bashir']",8.8,50
Brooklyn Nine-Nine,2013,"Comedy, Crime","['Stephanie Beatriz', 'Terry Crews', 'Melissa Fumero']",8.3,22
Fawlty Towers,1975,Comedy,"['Prunella Scales', 'Andrew Sachs', 'Connie Booth']",8.5,30
The Witcher,2019,"Action, Adventure, Drama","['Freya Allan', 'Anya Chalotra', 'Mimi Ndiweni']",9.2,60
Big Little Lies,2017,"Crime, Drama, Mystery","['Nicole Kidman', 'Shailene Woodley', 'Zoë Kravitz']",8.6,60
The Newsroom,2012,Drama,"['Emily Mortimer', 'John Gallagher Jr.', 'Alison Pill']",8.9,55
The West Wing,1999,Drama,"['Rob Lowe', 'Allison Janney', 'John Spencer']",8.5,44
Scrubs,2001,"Comedy, Drama","['Donald Faison', 'Sarah Chalke', 'John C. McGinley']",8.9,22
Breaking Bad,2008,"Crime, Drama, Thriller","['Aaron Paul', 'Anna Gunn', 'Betsy Brandt']",9.5,49
Game of Thrones,2011,"Action, Adventure, Drama","['Peter Dinklage', 'Kit Harington', 'Lena Headey']",9.3,57
Band of Brothers,2001,"Action, Drama, History","['Damian Lewis', 'Ron Livingston', 'Shane Taylor']",9.5,594
Chernobyl,2019,"Drama, History, Thriller","['Jared Harris', 'Stellan Skarsgård', 'Adam Nagaitis']",9.4,330
Sherlock,2010,"Crime, Drama, Mystery","['Martin Freeman', 'Una Stubbs', 'Rupert Graves']",9.1,88
The Wire,2002,"Crime, Drama, Thriller","['Lance Reddick', 'Sonja Sohn', 'Wendell Pierce']",9.3,59
Rick and Morty,2013,"Animation, Adventure, Comedy","['Chris Parnell', 'Spencer Grammer', 'Sarah Chalke']",9.2,23
Friends,1994,"Comedy, Romance","['Courteney Cox', 'Lisa Kudrow', 'Matt LeBlanc']",8.9,22
The Sopranos,1999,"Crime, Drama","['Lorraine Bracco', 'Edie Falco', 'Michael Imperioli']",9.2,55
True Detective,2014,"Crime, Drama, Mystery","['Colin Farrell', 'Rachel McAdams', 'Taylor Kitsch']",8.8,55
Stranger Things,2016,"Drama, Fantasy, Horror","['Finn Wolfhard', 'Winona Ryder', 'David Harbour']",9.2,51
Avatar: The Last Airbender,2005,"Animation, Action, Adventure","['Zach Tyler', 'Jack De Sena', 'Mae Whitman']",8.9,23
The Office,2005,Comedy,"['Jenna Fischer', 'John Krasinski', 'Rainn Wilson']",8.8,22
House of Cards,2013,Drama,"['Michel Gill', 'Robin Wright', 'Kate Mara']",8.9,51
Firefly,2002,"Adventure, Drama, Sci-Fi","['Gina Torres', 'Alan Tudyk', 'Morena Baccarin']",8.8,44
Fargo,2014,"Crime, Drama, Thriller","['Martin Freeman', 'Allison Tolman', 'Colin Hanks']",8.6,53
Black Mirror,2011,"Drama, Sci-Fi, Thriller","['Hannah John-Kamen', 'Michaela Coel', 'Beatrice Robertson-Jones']",8.8,60
Death Note: Desu nôto,2006,"Animation, Crime, Drama","['Brad Swaile', 'Vincent Tong', 'Ryô Naitô']",8.7,24
Dexter,2006,"Crime, Drama, Mystery","['Jennifer Carpenter', 'David Zayas', 'James Remar']",8.7,53
Narcos,2015,"Biography, Crime, Drama","['Wagner Moura', 'Boyd Holbrook', 'Alberto Ammann']",8.8,49
House M.D.,2004,"Drama, Mystery","['Omar Epps', 'Robert Sean Leonard', 'Jesse Spencer']",8.7,44
Westworld,2016,"Drama, Mystery, Sci-Fi","['Jeffrey Wright', 'Ed Harris', 'Thandie Newton']",8.8,62
Peaky Blinders,2013,"Crime, Drama","['Paul Anderson', 'Helen McCrory', 'Sophie Rundle']",8.7,60
The Simpsons,1989,"Animation, Comedy","['Nancy Cartwright', 'Harry Shearer', 'Julie Kavner']",9.1,22
Seinfeld,1989,Comedy,"['Julia Louis-Dreyfus', 'Michael Richards', 'Jason Alexander']",8.6,22
South Park,1997,"Animation, Comedy","['Matt Stone', 'Isaac Hayes', 'Mona Marshall']",8.7,22
Hagane no renkinjutsushi,2009,"Animation, Action, Adventure","['Iemasa Kayumi', 'Vic Mignogna', 'Muriel Hofmann']",8.7,24
Vikings,2013,"Action, Adventure, Drama","['Gustaf Skarsgård', 'Alexander Ludwig', 'Georgia Hirst']",8.6,44
Better Call Saul,2015,"Crime, Drama","['Rhea Seehorn', 'Jonathan Banks', 'Patrick Fabian']",9.1,46
Arrested Development,2003,Comedy,"['Michael Cera', 'Portia de Rossi', 'Will Arnett']",8.8,22
Daredevil,2015,"Action, Crime, Drama","[""Vincent D'Onofrio"", 'Deborah Ann Woll', 'Elden Henson']",8.8,54
Leyla ile Mecnun,2011,"Adventure, Comedy, Drama","['Ahmet Mümtaz Taylan', 'Serkan Keskin', 'Osman Sonant']",8.5,80
It's Always Sunny in Philadelphia,2005,Comedy,"['Glenn Howerton', 'Rob McElhenney', 'Kaitlin Olson']",8.6,22
Twin Peaks,1990,"Crime, Drama, Mystery","['Michael Ontkean', 'Mädchen Amick', 'Dana Ashbrook']",8.8,47
Suits,2011,"Comedy, Drama","['Patrick J. Adams', 'Meghan Markle', 'Sarah Rafferty']",8.2,44
Sons of Anarchy,2008,"Crime, Drama, Thriller","['Katey Sagal', 'Mark Boone Junior', 'Kim Coates']",8.5,45
Shingeki no kyojin,2013,"Animation, Action, Adventure","['Yûki Kaji', 'Yui Ishikawa', 'Josh Grelle']",8.3,24
Batman: The Animated Series,1992,"Animation, Action, Adventure","['Loren Lester', 'Efrem Zimbalist Jr.', 'Bob Hastings']",9.2,23
The Walking Dead,2010,"Drama, Horror, Thriller","['Norman Reedus', 'Melissa McBride', 'Danai Gurira']",8.7,44
Mr. Robot,2015,"Crime, Drama, Thriller","['Christian Slater', 'Carly Chaikin', 'Martin Wallström']",8.8,49
How I Met Your Mother,2005,"Comedy, Romance","['Jason Segel', 'Cobie Smulders', 'Neil Patrick Harris']",8.4,22
TVF Pitchers,2015,"Comedy, Drama","['Arunabh Kumar', 'Jitendra Kumar', 'Abhay Mahajan']",8.7,40
Dark,2017,"Crime, Drama, Mystery","['Louis Hofmann', 'Jördis Triebel', 'Maja Schöne']",8.7,60
Freaks and Geeks,1999,"Comedy, Drama","['John Francis Daley', 'James Franco', 'Samm Levine']",8.7,44
Supernatural,2005,"Drama, Fantasy, Horror","['Jensen Ackles', 'Jim Beaver', 'Misha Collins']",8.7,44
Downton Abbey,2010,"Drama, Romance","['Phyllis Logan', 'Elizabeth McGovern', 'Brendan Coyle']",8.6,58
The Mandalorian,2019,"Action, Adventure, Sci-Fi","['Carl Weathers', 'Rio Hackford', 'Gina Carano']",8.6,30
Rome,2005,"Action, Drama, History","['Ray Stevenson', 'Polly Walker', 'Kerry Condon']",8.6,52
When They See Us,2019,"Biography, Crime, Drama","['Caleel Harris', 'Ethan Herisse', 'Marquis Rodriguez']",8.3,296
Battlestar Galactica,2004,"Action, Adventure, Drama","['Mary McDonnell', 'Jamie Bamber', 'James Callis']",8.6,44
Mad Men,2007,Drama,"['Elisabeth Moss', 'Vincent Kartheiser', 'January Jones']",8.6,47
Parks and Recreation,2009,Comedy,"[""Jim O'Heir"", 'Nick Offerman', 'Chris Pratt']",8.7,22
Doctor Who,2005,"Adventure, Drama, Family","['Peter Capaldi', 'Pearl Mackie', 'Matt Smith']",8.3,45
Lost,2004,"Adventure, Drama, Fantasy","['Josh Holloway', 'Yunjin Kim', 'Evangeline Lilly']",8.6,44
The Twilight Zone,1959,"Drama, Fantasy, Horror","['Robert McCord', 'Jay Overholts', 'Vaughn Taylor']",8.9,51
The X Files,1993,"Crime, Drama, Mystery","['Gillian Anderson', 'Mitch Pileggi', 'William B. Davis']",8.7,45
Shameless,2011,"Comedy, Drama","['William H. Macy', 'Ethan Cutkosky', 'Jeremy Allen White']",8.4,46
The Haunting of Hill House,2018,"Drama, Horror, Mystery","['Oliver Jackson-Cohen', 'Kate Siegel', 'Victoria Pedretti']",8.8,50
Prison Break,2005,"Action, Crime, Drama","['Wentworth Miller', 'Amaury Nolasco', 'Robert Knepper']",9.6,44
Mindhunter,2017,"Crime, Drama, Thriller","['Holt McCallany', 'Anna Torv', 'Hannah Gross']",8.5,60
Kaubôi bibappu,1998,"Animation, Action, Adventure","['Unshô Ishizuka', 'Megumi Hayashibara', 'Steve Blum']",8.5,24
The Boys,2019,"Action, Comedy, Crime","['Jack Quaid', 'Antony Starr', 'Erin Moriarty']",8.5,60
Modern Family,2009,"Comedy, Drama, Romance","['Sofía Vergara', 'Julie Bowen', 'Ty Burrell']",8.9,22
One Punch Man: Wanpanman,2015,"Animation, Action, Comedy","['Kaito Ishikawa', 'Max Mittelman', 'Zach Aguilar']",8.7,24
Koombiyo,2017,"Crime, Drama, Thriller","['Kalana Gunasekara', 'Andrew Pulle', 'Yureni Noshika']",8.1,20
Spartacus: Blood and Sand,2010,"Action, Adventure, Biography","['Lucy Lawless', 'Manu Bennett', 'Daniel Feuerriegel']",8.7,55
Hannibal,2013,"Crime, Drama, Horror","['Mads Mikkelsen', 'Caroline Dhavernas', 'Laurence Fishburne']",8.7,44
La Casa de Papel,2017,"Action, Crime, Mystery","['Álvaro Morte', 'Itziar Ituño', 'Pedro Alonso']",8.5,70
Pride and Prejudice,1995,"Drama, Romance","['Jennifer Ehle', 'Susannah Harker', 'Julia Sawalha']",8.9,327
Six Feet Under,2001,"Comedy, Drama","['Michael C. Hall', 'Frances Conroy', 'Lauren Ambrose']",8.6,55
The Big Bang Theory,2007,"Comedy, Romance","['Jim Parsons', 'Kaley Cuoco', 'Simon Helberg']",8.5,22
The Crown,2016,"Drama, History","['Matt Smith', 'Olivia Colman', 'Tobias Menzies']",8.5,58
Dragon Ball Z,1996,"Animation, Action, Adventure","['Christopher Sabat', 'Scott McNeil', 'Sean Schemmel']",8.7,24
Community,2009,Comedy,"['Danny Pudi', 'Donald Glover', 'Chevy Chase']",8.3,22
Gravity Falls,2012,"Animation, Action, Adventure","['Alex Hirsch', 'Kristen Schaal', 'Linda Cardellini']",8.7,23
Archer,2009,"Animation, Action, Comedy","['Judy Greer', 'Amber Nash', 'Chris Parnell']",8.4,22
The Punisher,2017,"Action, Adventure, Crime","['Amber Rose Revah', 'Ben Barnes', 'Jason R. Moore']",8.7,53
Boardwalk Empire,2010,"Crime, Drama, History","['Kelly Macdonald', 'Michael Shannon', 'Shea Whigham']",8.4,55
Curb Your Enthusiasm,2000,Comedy,"['Cheryl Hines', 'Jeff Garlin', 'Susie Essman']",8.5,28
Homeland,2011,"Crime, Drama, Mystery","['Mandy Patinkin', 'Damian Lewis', 'Rupert Friend']",8.7,55
BoJack Horseman,2014,"Animation, Comedy, Drama","['Amy Sedaris', 'Alison Brie', 'Aaron Paul']",8.8,25
Fringe,2008,"Drama, Mystery, Sci-Fi","['Joshua Jackson', 'John Noble', 'Jasika Nicole']",8.4,46
This Is Us,2016,"Comedy, Drama, Romance","['Mandy Moore', 'Sterling K. Brown', 'Chrissy Metz']",8.7,45
Futurama,1999,"Animation, Comedy, Sci-Fi","['John DiMaggio', 'Katey Sagal', 'Tress MacNeille']",8.3,22
The Handmaid's Tale,2017,"Drama, Sci-Fi, Thriller","['Amanda Brugel', 'Madeline Brewer', 'Max Minghella']",8.5,60
Oz,1997,"Crime, Drama, Thriller","['J.K. Simmons', 'Lee Tergesen', 'Dean Winters']",8.6,55
Sacred Games,2018,"Action, Crime, Drama","['Nawazuddin Siddiqui', 'Neeraj Kabi', 'Aamir Bashir']",8.8,50
Brooklyn Nine-Nine,2013,"Comedy, Crime","['Stephanie Beatriz', 'Terry Crews', 'Melissa Fumero']",8.3,22
Fawlty Towers,1975,Comedy,"['Prunella Scales', 'Andrew Sachs', 'Connie Booth']",8.5,30
The Witcher,2019,"Action, Adventure, Drama","['Freya Allan', 'Anya Chalotra', 'Mimi Ndiweni']",9.2,60
Big Little Lies,2017,"Crime, Drama, Mystery","['Nicole Kidman', 'Shailene Woodley', 'Zoë Kravitz']",8.6,60
The Newsroom,2012,Drama,"['Emily Mortimer', 'John Gallagher Jr.', 'Alison Pill']",8.9,55
The West Wing,1999,Drama,"['Rob Lowe', 'Allison Janney', 'John Spencer']",8.5,44
Scrubs,2001,"Comedy, Drama","['Donald Faison', 'Sarah Chalke', 'John C. McGinley']",8.9,22
Misfits,2009,"Comedy, Drama, Fantasy","['Joseph Gilgun', 'Iwan Rheon', 'Lauren Socha']",8.2,60
Black Sails,2014,"Adventure, Drama","['Toby Stephens', 'Hannah New', 'Zach McGowan']",8.2,56
Veronica Mars,2004,"Crime, Drama, Mystery","['Jason Dohring', 'Enrico Colantoni', 'Percy Daggs III']",8.3,44
The Good Wife,2009,"Crime, Drama, Mystery","['Chris Noth', 'Josh Charles', 'Matt Czuchry']",8.3,43
Narcos: Mexico,2018,"Crime, Drama","['Scoot McNairy', 'José María Yazpik', 'Fermín Martínez']",8.4,50
Killing Eve,2018,"Action, Adventure, Drama","['Sandra Oh', 'Fiona Shaw', 'Kim Bodnia']",8.3,42
Justice League,2001,"Animation, Action, Adventure","['Phil LaMarr', 'Michael Rosenbaum', 'George Newbern']",8.5,22
How to Get Away with Murder,2014,"Crime, Drama, Mystery","['Billy Brown', 'Jack Falahee', 'Aja Naomi King']",8.1,43
The Bugs Bunny Show,1960,"Animation, Comedy","['June Foray', 'Jim Backus', 'Bea Benaderet']",8.6,30
Young Justice,2010,"Animation, Action, Adventure","['Danica McKellar', 'Nolan North', 'Khary Payton']",8.6,23
M*A*S*H,1972,"Comedy, Drama, War","['Wayne Rogers', 'Loretta Swit', 'Jamie Farr']",8.4,25
Samurai chanpurû,2004,"Animation, Action, Adventure","['Ginpei Sato', 'Ayako Kawasumi', 'Steve Blum']",8.5,24
Naruto,2002,"Animation, Action, Adventure","['Maile Flanagan', 'Kate Higgins', 'Chie Nakamura']",8.3,24
The Last Kingdom,2015,"Action, Drama, History","['Eliza Butterworth', 'Ian Hart', 'David Dawson']",8.3,60
Master of None,2015,Comedy,"['Eric Wareheim', 'Lena Waithe', 'Noël Wells']",8.3,30
Sarabhai vs Sarabhai,2004,Comedy,"['Ratna Pathak Shah', 'Sumeet Raghvan', 'Rupali Ganguly']",8.9,30
Line of Duty,2012,"Crime, Drama, Mystery","['Vicky McClure', 'Adrian Dunbar', 'Craig Parkinson']",8.6,60
13 Reasons Why,2017,"Drama, Mystery","['Katherine Langford', 'Christian Navarro', 'Alisha Boe']",7.8,60
Kenpû Denki Berserk,1997,"Animation, Action, Adventure","['Marc Diraison', 'Carrie Keranen', 'Kevin T. Collins']",8.6,23
Skins,2007,Drama,"['Nicholas Hoult', 'Joe Dempsie', 'Hannah Murray']",8.2,46
24: Live Another Day,2014,"Action, Crime, Drama","['Yvonne Strahovski', 'Tate Donovan', 'Mary Lynn Rajskub']",8.4,46
The Fall,2013,"Crime, Drama, Thriller","['Jamie Dornan', 'John Lynch', 'Aisling Franciosi']",8.2,60
Carnivàle,2003,"Drama, Fantasy, Mystery","['Adrienne Barbeau', 'Clancy Brown', 'Debra Christofferson']",8.4,55
Gilmore Girls,2000,"Comedy, Drama","['Alexis Bledel', 'Keiko Agena', 'Scott Patterson']",8.1,44
Boston Legal,2004,"Comedy, Crime, Drama","['William Shatner', 'Candice Bergen', 'Rene Auberjonois']",8.4,44
Pushing Daisies,2007,"Comedy, Drama, Fantasy","['Anna Friel', 'Chi McBride', 'Jim Dale']",8.3,44
Anne,2017,Drama,"['Geraldine James', 'R.H. Thomson', 'Dalila Bela']",8.6,60
Lonesome Dove,1989,"Adventure, Drama, Western","['Tommy Lee Jones', 'Danny Glover', 'Diane Lane']",8.7,384
Forever,2014,"Crime, Drama, Fantasy","['Alana De La Garza', 'Joel David Moore', 'Donnie Keshawarz']",8.3,43
The Flash,2014,"Action, Adventure, Drama","['Candice Patton', 'Danielle Panabaker', 'Carlos Valdes']",7.7,43
Atypical,2017,"Comedy, Drama","['Keir Gilchrist', 'Brigette Lundy-Paine', 'Michael Rapaport']",8.3,30
11.22.63,2016,"Drama, Mystery, Sci-Fi","['Sarah Gadon', 'George MacKay', 'Chris Cooper']",8.2,60
The Thick of It,2005,Comedy,"['James Smith', 'Peter Capaldi', 'Joanna Scanlan']",8.7,29
The Adventures of Sherlock Holmes,1984,"Crime, Drama, Mystery","['David Burke', 'Rosalie Williams', 'Eric Porter']",8.7,60
Ezel,2009,"Crime, Drama, Thriller","['Cansu Dere', 'Yigit Özsener', 'Baris Falay']",8.6,90
Arrow,2012,"Action, Adventure, Crime","['Katie Cassidy', 'David Ramsey', 'Susanna Thompson']",7.6,42
Malcolm in the Middle,2000,"Comedy, Family","['Bryan Cranston', 'Justin Berfield', 'Erik Per Sullivan']",7.8,22
Gotham,2014,"Action, Crime, Drama","['Jada Pinkett Smith', 'Donal Logue', 'Camren Bicondova']",8.4,42
Bosch,2014,"Crime, Drama","['Jamie Hector', 'Amy Aquino', 'Lance Reddick']",8.4,51
Utopia,2013,"Drama, Mystery, Sci-Fi","['Paul Higgins', 'Neil Maskell', ""Fiona O'Shaughnessy""]",7.7,50
The Vampire Diaries,2009,"Drama, Fantasy, Horror","['Paul Wesley', 'Ian Somerhalder', 'Kat Graham']",8.3,43
Blue Mountain State,2010,"Comedy, Sport","['Alan Ritchson', 'Chris Romano', 'Ed Marinaro']",8.1,22
Lie to Me,2009,"Crime, Drama, Mystery","['Kelli Williams', 'Brendan Hines', 'Monica Raymund']",8.4,43
Bodyguard,2018,"Crime, Drama, Thriller","['Sophie Rundle', 'Vincent Franklin', 'Ash Tandon']",8.3,60
X-Men,1992,"Animation, Action, Family","['Cathal J. Dodd', 'Lenore Zann', 'George Buza']",8.1,23
Hell on Wheels,2011,"Drama, Western","['Colm Meaney', 'Robin McLeavy', 'Phil Burke']",8.4,42
SpongeBob SquarePants,1999,"Animation, Comedy, Family","['Bill Fagerbakke', 'Rodger Bumpass', 'Clancy Brown']",8.1,23
