id,title,year,genre,stars,rating,duration,img_src
664,Riget,1994,"Comedy, Drama, Fantasy","['Kirsten Rolffes', 'Ghita Nørby', 'Holger Juul Hansen']",8.3,561,"""https://m.media-amazon.com/images/M/MV5BMmMxOWQ1YzMtMzgzNy00YjY1LTg3OGEtZjgzZWJhZTY2YzA3XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
665,Generation Kill,2008,"Drama, War","['James Ransone', 'Lee Tergesen', 'Jon Huertas']",8.5,70,"""https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@.jpg"""
666,Orphan Black,2013,"Action, Drama, Sci-Fi","['Dylan Bruce', 'Jordan Gavaris', 'Kevin Hanchard']",8.3,44,"""https://m.media-amazon.com/images/M/MV5BZjM1ZTVlMGYtNjVkZS00OGMzLWFjMmYtYTE3NjJhZDRlODY3XkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
667,Banshee,2013,"Action, Crime, Drama","['Ivana Milicevic', 'Ulrich Thomsen', 'Frankie Faison']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BMTkzNTA1MDI5M15BMl5BanBnXkFtZTcwNTY3NjAwOQ@@.jpg"""
668,Lonesome Dove,1989,"Adventure, Drama, Western","['Tommy Lee Jones', 'Danny Glover', 'Diane Lane']",8.7,384,"""https://m.media-amazon.com/images/M/MV5BMjA4Nzk2NDc4N15BMl5BanBnXkFtZTcwMjYzMTE4MQ@@.jpg"""
669,Monty Python's Flying Circus,1969,Comedy,"['John Cleese', 'Terry Gilliam', 'Eric Idle']",8.8,30,"""https://m.media-amazon.com/images/M/MV5BMWY2ZGI0OGUtZDc3YS00ZmVjLWJiNWQtZDdmNzFmM2UzYWFhXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
670,Fawlty Towers,1975,Comedy,"['Prunella Scales', 'Andrew Sachs', 'Connie Booth']",8.7,30,"""https://m.media-amazon.com/images/M/MV5BYzc3MTQyYzMtMWY4Ny00N2RiLWI3ZDYtOWRlYjUxZDllMjQxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg"""
671,Deadwood,2004,"Crime, Drama, History","['Ian McShane', 'Molly Parker', 'Brad Dourif']",8.6,55,"""https://m.media-amazon.com/images/M/MV5BNDJhMjUzMDYtNzc4MS00Nzk2LTkyMGQtN2M5NTczYTZmYmY5XkEyXkFqcGdeQXVyMzU3MTc5OTE@.jpg"""
672,Hannibal,2013,"Crime, Drama, Horror","['Mads Mikkelsen', 'Caroline Dhavernas', 'Laurence Fishburne']",8.5,44,"""https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg"""
673,Fargo,2014,"Crime, Drama, Thriller","['Martin Freeman', 'Allison Tolman', 'Colin Hanks']",8.9,53,"""https://m.media-amazon.com/images/M/MV5BNTUyYjZiOTQtY2VhZC00MzdhLWJlNzctZjQyYjk1ZTZmOTZiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
674,Penny Dreadful,2014,"Drama, Fantasy, Horror","['Timothy Dalton', 'Eva Green', 'Reeve Carney']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BMTQ0Mzg2NzcyNl5BMl5BanBnXkFtZTgwMDE1NzU2NDE@.jpg"""
675,True Detective,2014,"Crime, Drama, Mystery","['Colin Farrell', 'Rachel McAdams', 'Taylor Kitsch']",9.3,55,"""https://m.media-amazon.com/images/M/MV5BMTUwMGM2ZmYtZGEyZC00OWQyLWI2Y2QtMTdjYzMxZGJmNjhjXkEyXkFqcGdeQXVyNjU2ODM5MjU@.jpg"""
676,The Wire,2002,"Crime, Drama, Thriller","['Lance Reddick', 'Sonja Sohn', 'Wendell Pierce']",9.5,59,"""https://m.media-amazon.com/images/M/MV5BZmY5ZDMxODEtNWIwOS00NjdkLTkyMjktNWRjMDhmYjJjN2RmXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
677,Breaking Bad,2008,"Crime, Drama, Thriller","['Aaron Paul', 'Anna Gunn', 'Betsy Brandt']",9.3,49,"""https://m.media-amazon.com/images/M/MV5BMjhiMzgxZTctNDc1Ni00OTIxLTlhMTYtZTA3ZWFkODRkNmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg"""
678,Game of Thrones,2011,"Action, Adventure, Drama","['Peter Dinklage', 'Kit Harington', 'Lena Headey']",8.2,57,"""https://m.media-amazon.com/images/M/MV5BYTRiNDQwYzAtMzVlZS00NTI5LWJjYjUtMzkwNTUzMWMxZTllXkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg"""
679,Les Revenants,2012,"Drama, Fantasy, Horror","['Clotilde Hesme', 'Frédéric Pierrot', 'Céline Sallette']",8.7,52,"""https://m.media-amazon.com/images/M/MV5BMjEwOTExNDY5MV5BMl5BanBnXkFtZTgwMzMzOTU5MTE@.jpg"""
680,Better Call Saul,2015,"Crime, Drama","['Rhea Seehorn', 'Jonathan Banks', 'Patrick Fabian']",8.8,46,"""https://m.media-amazon.com/images/M/MV5BMGE4YzY4NGEtOWYyYS00ZDk2LWExMmMtZDIyODhiMmNlMGE0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
681,Black Mirror,2011,"Drama, Sci-Fi, Thriller","['Hannah John-Kamen', 'Michaela Coel', 'Beatrice Robertson-Jones']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BYTM3YWVhMDMtNjczMy00NGEyLWJhZDctYjNhMTRkNDE0ZTI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
682,Ash vs Evil Dead,2015,"Action, Comedy, Fantasy","['Ray Santiago', 'Dana DeLorenzo', 'Lucy Lawless']",8.7,30,"""https://m.media-amazon.com/images/M/MV5BMTYyMjQyNTE5MF5BMl5BanBnXkFtZTgwMjEyMjE2NDM@.jpg"""
683,House of Cards,2013,Drama,"['Michel Gill', 'Robin Wright', 'Kate Mara']",8.5,51,"""https://m.media-amazon.com/images/M/MV5BODM1MDU2NjY5NF5BMl5BanBnXkFtZTgwMDkxNTcwNjM@.jpg"""
684,The Knick,2014,"Drama, History","['André Holland', 'Jeremy Bobb', 'Juliet Rylance']",8.7,58,"""https://m.media-amazon.com/images/M/MV5BMTQ5NzcyNDc5MV5BMl5BanBnXkFtZTgwMDMyOTY5NjE@.jpg"""
685,Preacher,2016,"Adventure, Drama, Fantasy","['Joseph Gilgun', 'Ruth Negga', 'Ian Colletti']",8.5,60,"""https://m.media-amazon.com/images/M/MV5BNzIyMDY4NmUtMGRhZS00ZjE4LWI5YWYtYTYxMzcwZWNlZWRkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
686,Westworld,2016,"Drama, Mystery, Sci-Fi","['Jeffrey Wright', 'Ed Harris', 'Thandie Newton']",8.7,62,"""https://m.media-amazon.com/images/M/MV5BMTRmYzNmOTctZjMwOS00ODZlLWJiZGQtNDg5NDY5NjE3MTczXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg"""
687,The Expanse,2015,"Drama, Mystery, Sci-Fi","['Cas Anvar', 'Dominique Tipper', 'Wes Chatham']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BNGJlNzU1OTEtZDRmNy00YTM3LTgxNDgtMWEwNTg2OGI1YzYwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
688,South Park,1997,"Animation, Comedy","['Matt Stone', 'Isaac Hayes', 'Mona Marshall']",8.9,22,"""https://m.media-amazon.com/images/M/MV5BOGE2YWUzMDItNTg2Ny00NTUzLTlmZGYtNWMyNzVjMjQ3MThkXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
689,Legion,2017,"Action, Drama, Sci-Fi","['Rachel Keller', 'Aubrey Plaza', 'Bill Irwin']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BNmYxMjM5MzMtNTczZC00MGM3LTk2MTQtZmNmMTg4ZDI4ZTkxXkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg"""
690,O.J.: Made in America,2016,"Documentary, Biography, Crime","['Kareem Abdul-Jabbar', 'Mike Albanese', 'Muhammad Ali', 'Marcus Allen']",9.1,467,"""https://m.media-amazon.com/images/M/MV5BNGNmYmY3OTktMWM1Ni00NTU1LTk0ZjctMDcwYjViMjY0MTIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg"""
691,Taboo,2017,"Drama, Mystery, Thriller","['David Hayman', 'Jonathan Pryce', 'Oona Chaplin']",8.8,59,"""https://m.media-amazon.com/images/M/MV5BMTYyNTQwNzk0OV5BMl5BanBnXkFtZTgwMDAyMDI2MDI@.jpg"""
692,The Vietnam War,2017,"Documentary, History, War","['Huy Duc', 'Duong Van Mai Elliott', 'James Willbanks']",8.6,990,"""https://m.media-amazon.com/images/M/MV5BYWQ4ZGFhYmUtNDVhNC00N2VkLWIzYTQtOTk5ZTI1NWU2YjNlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg"""
693,Stranger Things,2016,"Drama, Fantasy, Horror","['Finn Wolfhard', 'Winona Ryder', 'David Harbour']",7.8,51,"""https://m.media-amazon.com/images/M/MV5BZGExYjQzNTQtNGNhMi00YmY1LTlhY2MtMTRjODg3MjU4YTAyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
694,Mindhunter,2017,"Crime, Drama, Thriller","['Holt McCallany', 'Anna Torv', 'Hannah Gross']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BNWNmYzQ1ZWUtYTQ3ZS00Y2UwLTlkMDctZThlOTJkMGJiNzBiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg"""
695,Future Man,2017,"Action, Adventure, Comedy","['Eliza Coupe', 'Derek Wilson', 'Haley Joel Osment']",8.3,30,"""https://m.media-amazon.com/images/M/MV5BMWQ5MjE3NjMtOGZhOS00YmUxLWFhOTUtYjQ5YjUxOTZkNjBjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
696,Buffy the Vampire Slayer,1997,"Action, Drama, Fantasy","['Nicholas Brendon', 'Alyson Hannigan', 'Anthony Head']",8.2,44,"""https://m.media-amazon.com/images/M/MV5BY2MwOGIyZGYtNzgxZC00N2Q5LTllYjItM2U4MTkwMDBjYzUyXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
697,Veep,2012,Comedy,"['Tony Hale', 'Anna Chlumsky', 'Reid Scott']",8.3,28,"""https://m.media-amazon.com/images/M/MV5BMjE2NDM0OTEwMl5BMl5BanBnXkFtZTgwNzgwNDI0ODE@.jpg"""
698,Treme,2010,"Drama, Music","['Rob Brown', 'Kim Dickens', 'Melissa Leo']",8.2,59,"""https://m.media-amazon.com/images/M/MV5BNjg4ZGZkYjEtYTZhMy00YjU1LTg1MTYtNDlmNTAwYTA0M2NmXkEyXkFqcGdeQXVyNTE1NjY5Mg@@.jpg"""
699,Bates Motel,2013,"Drama, Horror, Mystery","['Freddie Highmore', 'Max Thieriot', 'Nicola Peltz']",8.1,45,"""https://m.media-amazon.com/images/M/MV5BMzk4OTU5NTE2M15BMl5BanBnXkFtZTcwNTIxMDIyOQ@@.jpg"""
700,Hill Street Blues,1981,"Crime, Drama, Mystery","['Michael Warren', 'Bruce Weitz', 'James Sikking']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BYzY4OTRiNmEtNjk1Zi00MmYyLWJmNzAtYjg4MmI4MGZjZTU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg"""
701,Dead Like Me,2003,"Comedy, Drama, Fantasy","['Callum Blue', 'Jasmine Guy', 'Mandy Patinkin']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BMTE5OTM0NTIzN15BMl5BanBnXkFtZTcwOTQ4MTAwMQ@@.jpg"""
702,Power,2014,"Crime, Drama","['Lela Loren', 'Naturi Naughton', 'Joseph Sikora']",8.2,50,"""https://m.media-amazon.com/images/M/MV5BYjllZjcwNjItMzc1OC00YjRkLWI5YzUtODM1YmEzNjFiYzNhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@.jpg"""
703,Boss,2011,"Crime, Drama","['Connie Nielsen', 'Hannah Ware', 'Jeff Hephner']",8.1,56,"""https://m.media-amazon.com/images/M/MV5BMTQ0ODM0MTg2NV5BMl5BanBnXkFtZTcwNTY5NDAxOA@@.jpg"""
704,The Tudors,2007,"Drama, History, Romance","['Henry Cavill', 'Anthony Brophy', 'James Frain']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BMjg5NmU2NTktMTkwNC00ZGQ3LThmODgtM2VlY2Q3MmE3MGZjXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
705,Damages,2007,"Crime, Drama, Mystery","['Rose Byrne', 'Tate Donovan', 'Zachary Booth']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BYTM5NzkyYWEtNzU4Ni00MTViLTg5ZjAtMmFkNDNjYjBjYzc3XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
706,Queer as Folk,1999,Drama,"['Craig Kelly', 'Charlie Hunnam', 'Denise Black']",8.2,48,"""https://m.media-amazon.com/images/M/MV5BZWE5YjJkZjItYmQzNS00ZGZkLWE5OWQtOThkNWU5NzM1M2QyXkEyXkFqcGdeQXVyMTk3NDAwMzI@.jpg"""
707,The Big C,2010,"Comedy, Drama","['Oliver Platt', 'Gabriel Basso', 'John Benjamin Hickey']",8.1,30,"""https://m.media-amazon.com/images/M/MV5BMTM4NjkzOTE1NF5BMl5BanBnXkFtZTcwNTk1OTQyOQ@@.jpg"""
708,TURN,2014,"Drama, History, War","['Heather Lind', 'Samuel Roukin', 'Daniel Henshall']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BMjIyMDM0NDc4MV5BMl5BanBnXkFtZTgwMjIzODQxMjI@.jpg"""
709,Da Vinci's Demons,2013,"Adventure, Biography, Drama","['Gregg Chillin', 'Eros Vlahos', 'Laura Haddock']",7.9,59,"""https://m.media-amazon.com/images/M/MV5BYzA5YjY2ZmUtODliNS00ZjhlLTkwZjItODNmYzQ3MDc0YThlXkEyXkFqcGdeQXVyOTQxNzM2MjY@.jpg"""
710,Burn Notice,2007,"Action, Crime, Drama","['Gabrielle Anwar', 'Bruce Campbell', 'Sharon Gless']",7.9,44,"""https://m.media-amazon.com/images/M/MV5BMTczMzg4NjU1Ml5BMl5BanBnXkFtZTcwODc4NzY5Nw@@.jpg"""
711,The Hour,2011,Drama,"['Ben Whishaw', 'Dominic West', 'Anna Chancellor']",7.8,60,"""https://m.media-amazon.com/images/M/MV5BNDAxNWY0YWItNjIwMi00YmYxLTg1OGYtZGI3N2E5ZmUwZTA1XkEyXkFqcGdeQXVyMTk3NDAwMzI@.jpg"""
712,Jericho,2006,"Action, Drama, Mystery","['Lennie James', 'Ashley Scott', 'Kenneth Mitchell']",8.1,45,"""https://m.media-amazon.com/images/M/MV5BNGIyOWJlYTQtZjE4Zi00ZDFiLTkxYzktZmUwY2QxOGI0YTQxXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
713,The Riches,2007,"Comedy, Crime, Drama","['Minnie Driver', 'Shannon Woodward', 'Noel Fisher']",7.6,45,"""https://m.media-amazon.com/images/M/MV5BMTI1NDI1NTM2Nl5BMl5BanBnXkFtZTcwMDAxMTM0MQ@@.jpg"""
714,"Mary Hartman, Mary Hartman",1976,"Comedy, Romance","['Greg Mullavey', 'Mary Kay Place', 'Graham Jarvis']",7.9,30,"""https://m.media-amazon.com/images/M/MV5BMTkyNzI0MzY5MF5BMl5BanBnXkFtZTcwNjIxMTI0MQ@@.jpg"""
715,United States of Tara,2009,"Comedy, Drama, Romance","['John Corbett', 'Rosemarie DeWitt', 'Keir Gilchrist']",7.8,30,"""https://m.media-amazon.com/images/M/MV5BMTkxNjEzMjMyN15BMl5BanBnXkFtZTcwMTA3ODg0NA@@.jpg"""
716,The Borgias,2011,"Crime, Drama, History","['François Arnaud', 'Holliday Grainger', 'Peter Sullivan']",7.9,50,"""https://m.media-amazon.com/images/M/MV5BZTg1Njg3ZTgtYTI5MC00ZmIxLTkxM2UtNTViZGU2NDEyYTY3XkEyXkFqcGdeQXVyOTQxNzM2MjY@.jpg"""
717,Revenge,2011,"Drama, Mystery, Thriller","['Emily VanCamp', 'Gabriel Mann', 'Nick Wechsler']",7.8,44,"""https://m.media-amazon.com/images/M/MV5BMTY2NjA5MDc0OF5BMl5BanBnXkFtZTgwNTE4OTA5MjE@.jpg"""
718,Merlin,2008,"Adventure, Drama, Fantasy","['Colin Morgan', 'Bradley James', 'Richard Wilson']",7.8,45,"""https://m.media-amazon.com/images/M/MV5BZTBjYjM3ZjItZTI1MS00ODZhLWFhZDgtODgxMmMzN2JlOTExXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
719,Chasing Life,2014,"Drama, Family, Romance","['Mary Page Keller', 'Richard Brancatisano', 'Haley Ramm']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BOTczNDY1MjExM15BMl5BanBnXkFtZTgwMDc3NjMxMjE@.jpg"""
720,Being Human,2008,"Comedy, Drama, Fantasy","['Russell Tovey', 'Aidan Turner', 'Sinead Keenan']",7.6,60,"""https://m.media-amazon.com/images/M/MV5BMTc0NjEzMTAyM15BMl5BanBnXkFtZTcwMTQ3NTM0Mw@@.jpg"""
721,Scandal,2012,"Drama, Thriller","['Darby Stanchfield', 'Katie Lowes', 'Guillermo Díaz']",7.7,43,"""https://m.media-amazon.com/images/M/MV5BMTUxNzk3MDQyNl5BMl5BanBnXkFtZTgwNDgxMDkyMzI@.jpg"""
722,Arrow,2012,"Action, Adventure, Crime","['Katie Cassidy', 'David Ramsey', 'Susanna Thompson']",7.7,42,"""https://m.media-amazon.com/images/M/MV5BMTI0NTMwMDgtYTMzZC00YmJhLTg4NzMtMTc1NjI4MWY4NmQ4XkEyXkFqcGdeQXVyNTY3MTYzOTA@.jpg"""
723,Brotherhood,2006,"Crime, Drama","['Jason Clarke', 'Annabeth Gish', 'Kevin Chapman']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BNzA4YmM3ODQtNWM2MS00ZWMzLWI1OTYtMWU1YzE3NmFkYzExXkEyXkFqcGdeQXVyNzY5MTE3OTQ@.jpg"""
724,The Vampire Diaries,2009,"Drama, Fantasy, Horror","['Paul Wesley', 'Ian Somerhalder', 'Kat Graham']",7.4,43,"""https://m.media-amazon.com/images/M/MV5BMDk3YzgxNDQtNTEzOS00NDMyLWFlYmYtYTZlMDk1NDkxNmMyXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
725,Torchwood,2006,"Action, Drama, Fantasy","['Eve Myles', 'Kai Owen', 'Gareth David-Lloyd']",7.7,50,"""https://m.media-amazon.com/images/M/MV5BNGYyNTA5ZWItNDhmNi00ZWRjLWEwZDQtM2UyYjYxYWQyZTIyXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
726,The Best Years,2007,Drama,"['Jennifer Miller', 'Randal Edwards', 'Sherry Miller']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BMjEzOTYyODkzNV5BMl5BanBnXkFtZTcwMDMwMzk1Mw@@.jpg"""
727,ER,1994,"Drama, Romance","['George Clooney', 'Julianna Margulies', 'Eriq La Salle']",7.7,44,"""https://m.media-amazon.com/images/M/MV5BYWQ0YTQ1ZmQtNzk1NC00NzMzLWJjNDYtMDQ0MTcxMThhYTI0XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
728,Graceland,2013,"Action, Crime, Drama","['Aaron Tveit', 'Vanessa Ferlito', 'Manny Montana']",7.7,42,"""https://m.media-amazon.com/images/M/MV5BMTQzNjM5OTc5NV5BMl5BanBnXkFtZTgwMjExMTg5MTE@.jpg"""
729,Nashville,2012,"Drama, Music, Romance","['Clare Bowen', 'Charles Esten', 'Jonathan Jackson']",7.5,43,"""https://m.media-amazon.com/images/M/MV5BMTEzNDE2Mjg0MTdeQTJeQWpwZ15BbWU4MDUxNTczNzAy.jpg"""
730,Nurse Jackie,2009,"Comedy, Drama","['Merritt Wever', 'Paul Schulze', 'Dominic Fumusa']",7.6,27,"""https://m.media-amazon.com/images/M/MV5BMTkwMjA4Mzc3M15BMl5BanBnXkFtZTgwNDk1Njc2MTE@.jpg"""
731,Wildfire,2005,"Drama, Family, Romance","['Nicole Tubiola', 'Nana Visitor', 'Greg Serano']",7.6,60,"""https://m.media-amazon.com/images/M/MV5BMTY0ODM1MjU2Ml5BMl5BanBnXkFtZTcwMTczNzMxNQ@@.jpg"""
732,One Tree Hill,2003,"Drama, Romance, Sport","['James Lafferty', 'Hilarie Burton', 'Bethany Joy Lenz']",7.6,60,"""https://m.media-amazon.com/images/M/MV5BN2Y0NzRjOTQtNGNmYS00NjNiLWIwY2MtZWIyZDI5ZDhhZmI1XkEyXkFqcGdeQXVyODIxOTMwMjk@.jpg"""
733,Legend of the Seeker,2008,"Action, Adventure, Drama","['Bridget Regan', 'Bruce Spence', 'Craig Parker']",7.6,44,"""https://m.media-amazon.com/images/M/MV5BODcyNTM4MjUwOF5BMl5BanBnXkFtZTcwNTE5Mjc2Nw@@.jpg"""
734,Magic City,2012,"Crime, Drama","['Olga Kurylenko', 'Steven Strait', 'Jessica Marais']",7.6,50,"""https://m.media-amazon.com/images/M/MV5BMTYwOTEzNDU1N15BMl5BanBnXkFtZTcwMDE2NTY0OQ@@.jpg"""
735,The Bridge,2013,"Crime, Drama, Mystery","['Diane Kruger', 'Thomas M. Wright', 'Ted Levine']",7.6,43,"""https://m.media-amazon.com/images/M/MV5BMTQyNjEzMjIyMV5BMl5BanBnXkFtZTgwMTg0NjYxMjE@.jpg"""
736,The L Word,2004,"Drama, Romance","['Leisha Hailey', 'Laurel Holloman', 'Mia Kirshner']",7.4,50,"""https://m.media-amazon.com/images/M/MV5BMzkzNDI1NTg1MF5BMl5BanBnXkFtZTcwNTg3NDg5MQ@@.jpg"""
737,Warehouse 13,2009,"Drama, Mystery, Sci-Fi","['Joanne Kelly', 'Saul Rubinek', 'Allison Scagliotti']",7.5,43,"""https://m.media-amazon.com/images/M/MV5BNzQ0MjNlMTgtNjg1Yy00N2UzLTgwYjctOWZjZDBhMTBhM2QxXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
738,Pretty Little Liars,2010,"Drama, Mystery, Romance","['Ashley Benson', 'Lucy Hale', 'Shay Mitchell']",7.5,44,"""https://m.media-amazon.com/images/M/MV5BMTU5MDYzMzQ2Nl5BMl5BanBnXkFtZTgwMDE3MzU4MTI@.jpg"""
739,Outsiders,2016,"Crime, Drama","['Ryan Hurst', 'Kyle Gallner', 'Christina Jackson']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BMjAxNDYzNzM5NV5BMl5BanBnXkFtZTgwMDA3MDAyMTI@.jpg"""
740,Greek,2007,"Comedy, Drama","['Scott Michael Foster', 'Spencer Grammer', 'Paul James']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BZGE0YzVjYzQtZDQ3NS00Y2ZlLWFjNDEtZWYxYmU5ZjQyZmE2XkEyXkFqcGdeQXVyMzU3MTc5OTE@.jpg"""
741,Being Erica,2009,"Adventure, Comedy, Drama","['Reagan Pasternak', 'Michael Riley', 'Kathleen Laskey']",8.3,45,"""https://m.media-amazon.com/images/M/MV5BNDAwOTg2ODIwOF5BMl5BanBnXkFtZTcwMzIwNTcxMw@@.jpg"""
742,Robin Hood,2006,"Action, Adventure, Comedy","['Gordon Kennedy', 'Sam Troughton', 'Joe Armstrong']",8.5,60,"""https://m.media-amazon.com/images/M/MV5BMzM4OGU3MjgtMjIzNC00OGFkLTg4YTctYjhlMjY1MmVjNWFmXkEyXkFqcGdeQXVyOTQxNzM2MjY@.jpg"""
743,Sense8,2015,"Drama, Mystery, Sci-Fi","['Jamie Clayton', 'Tina Desai', 'Tuppence Middleton']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BMjA4MTEyMzcwMl5BMl5BanBnXkFtZTgwMTIwODczNTM@.jpg"""
744,The Expanse,2015,"Drama, Mystery, Sci-Fi","['Cas Anvar', 'Dominique Tipper', 'Wes Chatham']",7.9,60,"""https://m.media-amazon.com/images/M/MV5BNGJlNzU1OTEtZDRmNy00YTM3LTgxNDgtMWEwNTg2OGI1YzYwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
745,Halt and Catch Fire,2014,Drama,"['Scoot McNairy', 'Mackenzie Davis', 'Kerry Bishé']",7.8,60,"""https://m.media-amazon.com/images/M/MV5BMTczNjAyMDg1Nl5BMl5BanBnXkFtZTgwMDQyNTA2OTE@.jpg"""
746,Jessica Jones,2015,"Action, Crime, Drama","['Rachael Taylor', 'Eka Darville', 'Carrie-Anne Moss']",7.6,56,"""https://m.media-amazon.com/images/M/MV5BM2QyNmZkNTYtZWQyZi00NDhhLWEzMDItYmIzY2U4ZWVmOWNhXkEyXkFqcGdeQXVyNDg4NjY5OTQ@.jpg"""
747,The Fosters,2013,"Drama, Romance","['Sherri Saum', 'Hayden Byerly', 'David Lambert']",7.8,60,"""https://m.media-amazon.com/images/M/MV5BMGNjMTRjMjItYzUzNi00Mzk1LWFkM2MtNmZlODdjZGUwYTQzXkEyXkFqcGdeQXVyNjc4MzM4NTM@.jpg"""
748,Tyrant,2014,"Action, Drama, Thriller","['Jennifer Finnigan', 'Ashraf Barhom', 'Moran Atias']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BNzY4NTg3MzEzMV5BMl5BanBnXkFtZTgwODU5ODgxOTE@.jpg"""
749,Teen Wolf,2011,"Action, Drama, Fantasy","['Holland Roden', ""Dylan O'Brien"", 'Linden Ashby']",7.4,41,"""https://m.media-amazon.com/images/M/MV5BMThlNTk3YzMtOTZjMi00M2NiLTg1NTgtYThiYzE2MDFmMDUwXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
750,Crazy Ex-Girlfriend,2015,"Comedy, Musical","['Donna Lynne Champlin', 'Vincent Rodriguez III', 'Pete Gardner']",7.6,42,"""https://m.media-amazon.com/images/M/MV5BYjQ0MjNiYjItMWFkNC00MTI5LTlhYTEtZWY3OGJhN2VhZjBmXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
751,Being Mary Jane,2013,"Drama, Romance, Thriller","['Lisa Vidal', 'Raven Goodwin', 'Margaret Avery']",7.6,60,"""https://m.media-amazon.com/images/M/MV5BMzZlMTEwOTMtZjY2Ny00NTY4LWE1MDUtNjQ5ZmE3MmMxOGI5XkEyXkFqcGdeQXVyMjg0Mjg1MDM@.jpg"""
752,"Midnight, Texas",2017,"Drama, Fantasy, Mystery","['Dylan Bruce', 'Parisa Fitz-Henley', 'Arielle Kebbel']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BN2QzYWZmZjAtNzFkOS00NzgwLWIzZDgtNmRkMTM5N2RkMmEwXkEyXkFqcGdeQXVyODUxOTU0OTg@.jpg"""
753,Witches of East End,2013,"Comedy, Drama, Fantasy","['Jenna Dewan', 'Rachel Boston', 'Mädchen Amick']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BNmNjOWM5ZTQtZjgyMy00OTc5LTg2OTMtYTg3ZTA4MmU5OWFiXkEyXkFqcGdeQXVyOTQxNzM2MjY@.jpg"""
754,Alias,2001,"Action, Drama, Mystery","['Ron Rifkin', 'Carl Lumbly', 'Kevin Weisman']",7.4,42,"""https://m.media-amazon.com/images/M/MV5BZmIyMGFkYWEtYjg3Ny00NWUzLTliZWQtOGU5ZGYyZTc0OTI5XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
